,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
924,Leona Lewis,Logged In,Kinsley,F,22,Young,203.88526,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Forgive Me,200,1542750000000.0,85.0
925,,Logged In,Kinsley,F,23,Young,,paid,"Red Bluff, CA",GET,Settings,1540470000000.0,776,,200,1542750000000.0,85.0
926,,Logged In,Kinsley,F,24,Young,,paid,"Red Bluff, CA",PUT,Save Settings,1540470000000.0,776,,307,1542750000000.0,85.0
927,Panic At The Disco,Logged In,Chloe,F,46,Cuevas,259.29098,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Behind The Sea [Live In Chicago],200,1542750000000.0,49.0
928,,Logged In,Kinsley,F,25,Young,,paid,"Red Bluff, CA",GET,Home,1540470000000.0,776,,200,1542750000000.0,85.0
929,Jesse Cook,Logged In,Kinsley,F,26,Young,240.43057,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Byzantium Underground,200,1542750000000.0,85.0
930,Gorillaz,Logged In,Chloe,F,47,Cuevas,221.20444,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Feel Good Inc (Album Version),200,1542750000000.0,49.0
931,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Kinsley,F,27,Young,277.15873,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1542750000000.0,85.0
932,Paramore,Logged In,Chloe,F,48,Cuevas,267.65016,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,The Only Exception (Album Version),200,1542750000000.0,49.0
933,Yonder Mountain String Band,Logged In,Kinsley,F,28,Young,297.58649,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Boatman's Dance,200,1542750000000.0,85.0
934,,Logged In,Chloe,F,49,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Downgrade,1540940000000.0,758,,200,1542750000000.0,49.0
935,Nine Inch Nails,Logged In,Kinsley,F,29,Young,293.69424,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Dead Souls (LP Version),200,1542750000000.0,85.0
936,Robert Calvert,Logged In,Kinsley,F,30,Young,140.61669,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,The Making Of Midgard (2007 Digital Remaster),200,1542750000000.0,85.0
937,Abydos,Logged In,Kinsley,F,31,Young,76.85179,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Green's Guidance For A Stategy Adventure Game,200,1542750000000.0,85.0
938,Karsh Kale,Logged In,Kinsley,F,32,Young,446.27546,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Break of Dawn,200,1542750000000.0,85.0
939,Machine Head,Logged In,Kinsley,F,33,Young,542.58893,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Halo (Explicit Album Version),200,1542750000000.0,85.0
940,Orishas,Logged In,Chloe,F,50,Cuevas,247.43138,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Quien Te Dijo,200,1542750000000.0,49.0
941,Common / Vinia Mojica / Roy Hargrove / Femi Kuti,Logged In,Kinsley,F,34,Young,356.07465,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,Time Traveling (A Tribute To Fela),200,1542750000000.0,85.0
942,Ricardo Montaner,Logged In,Chloe,F,51,Cuevas,249.41669,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Y Como  Es El,200,1542750000000.0,49.0
943,Denise Jannah,Logged In,Kinsley,F,35,Young,477.04771,paid,"Red Bluff, CA",PUT,NextSong,1540470000000.0,776,'Round Midnight,200,1542750000000.0,85.0
944,,Logged In,Kinsley,F,36,Young,,paid,"Red Bluff, CA",GET,About,1540470000000.0,776,,200,1542750000000.0,85.0
945,Loudon Wainwright III,Logged In,Chloe,F,52,Cuevas,147.74812,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,I Suppose,200,1542750000000.0,49.0
946,Seeed,Logged In,Chloe,F,53,Cuevas,192.80934,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Ding (Thing Feat. Saian Supa Crew),200,1542750000000.0,49.0
947,Yung Berg,Logged In,Chloe,F,54,Cuevas,230.63465,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Do That There (featuring Dude 'N Nem),200,1542750000000.0,49.0
948,My Chemical Romance,Logged In,Ryan,M,0,Smith,184.71138,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,789,I'm Not Okay (I Promise) (Live From Sessions@AOL),200,1542750000000.0,26.0
949,Country Joe & The Fish,Logged In,Chloe,F,55,Cuevas,294.76526,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Rockin Round The World,200,1542750000000.0,49.0
950,Linkin Park,Logged In,Ryan,M,1,Smith,208.92689,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,789,What I've Done (Album Version),200,1542750000000.0,26.0
951,Emiliana Torrini,Logged In,Chloe,F,56,Cuevas,257.67138,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Me And Armini,200,1542750000000.0,49.0
952,Viola,Logged In,Chloe,F,57,Cuevas,260.25751,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Nostalgia Amnesia,200,1542750000000.0,49.0
953,Panic At The Disco,Logged In,Chloe,F,58,Cuevas,114.31138,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Folkin' Around [Live In Chicago],200,1542750000000.0,49.0
954,Travis,Logged In,Chloe,F,59,Cuevas,204.7473,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Good Feeling,200,1542750000000.0,49.0
955,Kings Of Leon,Logged In,Chloe,F,60,Cuevas,201.79546,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,Revelry,200,1542750000000.0,49.0
956,The Darkness,Logged In,Chloe,F,61,Cuevas,206.81098,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,One Way Ticket [Radio Edit],200,1542750000000.0,49.0
957,Florence + The Machine,Logged In,Chloe,F,62,Cuevas,168.64608,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,758,You've Got The Love,200,1542750000000.0,49.0
958,,Logged In,Chloe,F,63,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",PUT,Logout,1540940000000.0,758,,307,1542750000000.0,49.0
959,,Logged Out,,,64,,,paid,,GET,Home,,758,,200,1542750000000.0,
960,,Logged Out,,,65,,,paid,,GET,About,,758,,200,1542750000000.0,
961,,Logged In,Celeste,F,0,Williams,,free,"Klamath Falls, OR",GET,Home,1541080000000.0,438,,200,1541990000000.0,53.0
962,Pavement,Logged In,Sylvie,F,0,Cruz,99.16036,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540270000000.0,345,Mercy:The Laundromat,200,1541990000000.0,10.0
963,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Celeste,F,1,Williams,277.15873,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,438,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1541990000000.0,53.0
964,Gary Allan,Logged In,Celeste,F,2,Williams,211.22567,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,438,Nothing On But The Radio,200,1541990000000.0,53.0
965,,Logged In,Jacqueline,F,0,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540220000000.0,389,,200,1541990000000.0,29.0
966,Charttraxx Karaoke,Logged In,Celeste,F,3,Williams,225.17506,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,438,Fireflies,200,1541990000000.0,53.0
967,The Libertines,Logged In,Jacqueline,F,1,Lynch,179.53914,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,389,The Good Old Days,200,1541990000000.0,29.0
968,Huey Lewis And The News,Logged In,Jacqueline,F,2,Lynch,245.52444,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,389,Hip To Be Square,200,1541990000000.0,29.0
969,JOSEF LOCKE & ORCHESTRA,Logged In,Jacqueline,F,3,Lynch,166.26893,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,389,How Can You Buy Killarney (1992 Digital Remaster),200,1541990000000.0,29.0
970,Train,Logged In,Jacqueline,F,4,Lynch,216.76363,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,389,Hey_ Soul Sister,200,1541990000000.0,29.0
971,Blind Pilot,Logged In,Jacqueline,F,5,Lynch,156.94322,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,389,I Buried a Bone,200,1541990000000.0,29.0
972,Anjulie,Logged In,Jacqueline,F,6,Lynch,194.63791,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,389,Boom,200,1541990000000.0,29.0
973,59 Times the Pain,Logged In,Jordan,F,0,Rodriguez,144.95302,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1540990000000.0,136,Found Home,200,1541990000000.0,68.0
974,,Logged In,Kimber,F,0,Norris,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540980000000.0,412,,200,1542000000000.0,47.0
975,,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,About,1540620000000.0,466,,200,1542000000000.0,32.0
976,,Logged In,Lily,F,1,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540620000000.0,466,,200,1542000000000.0,32.0
977,,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,470,,200,1542000000000.0,49.0
978,,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541020000000.0,483,,200,1542000000000.0,26.0
979,Pork Dukes,Logged In,Noah,M,0,Chavez,133.04118,free,"Ogden-Clearfield, UT",PUT,NextSong,1540970000000.0,262,Bend & Flush,200,1542000000000.0,94.0
980,,Logged In,Adler,M,0,Barrera,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540840000000.0,428,,200,1542010000000.0,100.0
981,Plan B,Logged In,Adler,M,1,Barrera,254.95465,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540840000000.0,428,Traded In My Cigarettes,200,1542010000000.0,100.0
982,Rell featuring Dert_ Killa Klump_ Silence,Logged In,Adler,M,2,Barrera,223.97342,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540840000000.0,428,Talk Is Drastik,200,1542010000000.0,100.0
983,K-OS,Logged In,Adler,M,3,Barrera,211.33016,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540840000000.0,428,EMCEE Murdah,200,1542010000000.0,100.0
984,Vanessa Carlton,Logged In,Adler,M,4,Barrera,272.40444,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540840000000.0,428,Come Undone,200,1542010000000.0,100.0
985,Camila,Logged In,Emily,F,0,Benson,280.34567,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,377,De Mi,200,1542010000000.0,58.0
986,Buju Banton,Logged In,Emily,F,1,Benson,232.48934,paid,"Augusta-Richmond County, GA-SC",PUT,NextSong,1540910000000.0,377,Cry No More,200,1542010000000.0,58.0
987,,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,490,,200,1542020000000.0,49.0
988,Feist,Logged In,Evelin,F,0,Ayala,184.94649,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1541010000000.0,318,My Moon My Man,200,1542020000000.0,34.0
989,Kings Of Leon,Logged In,Chloe,F,1,Cuevas,201.79546,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,490,Revelry,200,1542020000000.0,49.0
990,Beck,Logged In,Aiden,M,0,Hess,228.80608,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,344,Lost Cause,200,1542020000000.0,86.0
991,Big Walter Horton's Blues Harp Band,Logged In,Aiden,M,1,Hess,210.78159,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,344,Rockin' My Boogie,200,1542020000000.0,86.0
992,Supervielle,Logged In,Aiden,M,2,Hess,263.83628,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,344,332,200,1542020000000.0,86.0
993,Bryan Adams,Logged In,Samuel,M,0,Gonzalez,254.79791,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540490000000.0,454,Cloud Number Nine,200,1542020000000.0,61.0
994,Slipknot,Logged In,Aiden,M,3,Hess,259.44771,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,344,Eyeless (Live version) (Album Version),200,1542020000000.0,86.0
995,The Black Keys,Logged In,Aiden,M,4,Hess,139.51955,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540830000000.0,344,I'll Be Your Man,200,1542020000000.0,86.0
996,Shinedown,Logged In,Jordan,F,0,Hicks,233.97832,free,"Salinas, CA",PUT,NextSong,1540010000000.0,449,Sound Of Madness (Album Version),200,1542020000000.0,37.0
997,Devin Townsend,Logged In,Kevin,M,0,Arellano,576.33914,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540010000000.0,450,Earth Day,200,1542020000000.0,66.0
998,,Logged In,Kevin,M,1,Arellano,,free,"Harrisburg-Carlisle, PA",PUT,Logout,1540010000000.0,450,,307,1542020000000.0,66.0
999,,Logged Out,,,2,,,free,,GET,Home,,450,,200,1542020000000.0,
1000,,Logged Out,,,3,,,free,,PUT,Login,,450,,307,1542020000000.0,
1001,Stray Cats,Logged In,Ryan,M,0,Smith,243.77424,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,491,Jeanie Jeanie Jeanie,200,1542020000000.0,26.0
1002,,Logged In,Kevin,M,4,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1540010000000.0,450,,200,1542020000000.0,66.0
1003,Dwight Yoakam,Logged In,Ryan,M,1,Smith,239.3073,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,491,You're The One,200,1542020000000.0,26.0
1004,,Logged In,Ryan,M,2,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,Logout,1541020000000.0,491,,307,1542020000000.0,26.0
1005,,Logged Out,,,3,,,free,,GET,Home,,491,,200,1542020000000.0,
1006,,Logged Out,,,4,,,free,,GET,About,,491,,200,1542020000000.0,
1007,,Logged In,Kevin,M,5,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Upgrade,1540010000000.0,450,,200,1542020000000.0,66.0
1008,Talking Heads,Logged In,Kevin,M,6,Arellano,259.02975,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540010000000.0,450,Road To Nowhere (Remastered LP Version ),200,1542020000000.0,66.0
1009,Guns N' Roses,Logged In,Kevin,M,7,Arellano,406.17751,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540010000000.0,450,Paradise City,200,1542020000000.0,66.0
1010,Lily Allen,Logged In,Maia,F,0,Burke,195.13424,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540680000000.0,316,Smile (Explicit Version),200,1542030000000.0,51.0
1011,LCD Soundsystem,Logged In,Maia,F,1,Burke,201.56036,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540680000000.0,316,Daft Punk Is Playing At My House,200,1542030000000.0,51.0
1012,Tiefschwarz,Logged In,Maia,F,2,Burke,455.78404,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540680000000.0,316,Wait & See (Gucci Soundsystem Remix),200,1542030000000.0,51.0
1013,Buckcherry,Logged In,Lily,F,0,Burns,263.36608,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,489,Everything (Album Version),200,1542030000000.0,32.0
1014,The Get Up Kids,Logged In,Maia,F,3,Burke,205.26975,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540680000000.0,316,Forgive and Forget,200,1542030000000.0,51.0
1015,Neko Case,Logged In,Lily,F,1,Burns,151.01342,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,489,People Got A Lotta Nerve,200,1542030000000.0,32.0
1016,Outkast Featuring Killer Mike,Logged In,Maia,F,4,Burke,295.33995,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540680000000.0,316,The Whole World,200,1542030000000.0,51.0
1017,Does It Offend You_ Yeah?,Logged In,Lily,F,2,Burns,220.57751,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,489,Doomed Now,200,1542030000000.0,32.0
1018,Eminem,Logged In,Maia,F,5,Burke,268.5122,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540680000000.0,316,My Name Is,200,1542030000000.0,51.0
1019,Kabosh,Logged In,Lily,F,3,Burns,242.41587,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,489,Little Pills,200,1542030000000.0,32.0
1020,Enigma,Logged In,Maia,F,6,Burke,141.5571,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540680000000.0,316,The Voice Of Enigma,200,1542030000000.0,51.0
1021,Jason Mraz,Logged In,Lily,F,4,Burns,226.53342,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,489,After An Afternoon (Eagles Ballroom Live Version),200,1542030000000.0,32.0
1022,,Logged In,Samuel,M,0,Gonzalez,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1540490000000.0,497,,200,1542030000000.0,61.0
1023,The Black Keys,Logged In,Samuel,M,1,Gonzalez,234.26567,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540490000000.0,497,The Desperate Man,200,1542040000000.0,61.0
1024,Mayday Parade,Logged In,Samuel,M,2,Gonzalez,290.79465,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540490000000.0,497,Three Cheers for Five Years (Acoustic),200,1542040000000.0,61.0
1025,Sam Cooke,Logged In,Samuel,M,3,Gonzalez,122.04363,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540490000000.0,497,Ain't Misbehavin,200,1542040000000.0,61.0
1026,,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,496,,200,1542040000000.0,49.0
1027,,Logged In,Chloe,F,1,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,496,,200,1542040000000.0,49.0
1028,,Logged Out,,,0,,,paid,,PUT,Login,,374,,307,1542040000000.0,
1029,Enrique Iglesias,Logged In,Chloe,F,2,Cuevas,241.42322,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,496,Tired Of Being Sorry,200,1542040000000.0,49.0
1030,,Logged In,Kate,F,1,Harrell,,paid,"Lansing-East Lansing, MI",GET,Home,1540470000000.0,374,,200,1542040000000.0,97.0
1031,Plain White T's,Logged In,Kate,F,2,Harrell,232.202,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,Hey There Delilah,200,1542040000000.0,97.0
1032,,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540620000000.0,503,,200,1542040000000.0,32.0
1033,The Brecker Brothers,Logged In,Lily,F,1,Burns,217.5473,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,503,East River,200,1542040000000.0,32.0
1034,Buckcherry,Logged In,Chloe,F,3,Cuevas,226.14159,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,496,Sorry (Album Version),200,1542040000000.0,49.0
1035,Dayglo Abortions,Logged In,Kate,F,3,Harrell,142.78485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,Courage In A Can,200,1542040000000.0,97.0
1036,The Herbaliser,Logged In,Kate,F,4,Harrell,273.8673,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,Sensual Woman,200,1542040000000.0,97.0
1037,Toni Braxton,Logged In,Kate,F,5,Harrell,268.45995,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,Un-Break My Heart,200,1542040000000.0,97.0
1038,Shania Twain,Logged In,Kate,F,6,Harrell,250.51383,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,Nah!,200,1542040000000.0,97.0
1039,Discovery,Logged In,Chloe,F,0,Roth,206.0273,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540700000000.0,247,I Want You Back,200,1542040000000.0,78.0
1040,Justin Bieber,Logged In,Chloe,F,1,Roth,220.89098,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540700000000.0,247,Somebody To Love,200,1542040000000.0,78.0
1041,Young Dro featuring T.I.,Logged In,Kate,F,7,Harrell,322.11546,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,My Girl (Featuring T.I.) (Amended Album Version),200,1542040000000.0,97.0
1042,Rancid,Logged In,Chloe,F,2,Roth,152.76363,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540700000000.0,247,Hooligans (Album Version),200,1542040000000.0,78.0
1043,Sergio Contreras,Logged In,Kate,F,8,Harrell,234.00444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,DÃÂ­selo Con Arte,200,1542040000000.0,97.0
1044,Jason Derulo,Logged In,Kate,F,9,Harrell,222.61506,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,Whatcha Say,200,1542040000000.0,97.0
1045,A Perfect Circle,Logged In,Kate,F,10,Harrell,246.04689,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,The Outsider,200,1542040000000.0,97.0
1046,Terrorvision,Logged In,Kate,F,11,Harrell,160.54812,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,374,Glad All Over,200,1542040000000.0,97.0
1047,,Logged In,Jacob,M,0,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1540560000000.0,294,,200,1542040000000.0,73.0
1048,Sufjan Stevens,Logged In,Jacob,M,1,Klein,179.04281,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,All The Kings Horns,200,1542040000000.0,73.0
1049,Pieces Of A Dream,Logged In,Jacob,M,2,Klein,315.79383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,Ocean View,200,1542040000000.0,73.0
1050,,Logged In,Jacob,M,3,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1540560000000.0,294,,200,1542040000000.0,73.0
1051,Alceu ValenÃÂ§a,Logged In,Jacob,M,4,Klein,177.21424,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,No BalanÃÂ§o Da Canoa,200,1542040000000.0,73.0
1052,George Younce,Logged In,Jacob,M,5,Klein,191.68608,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,This Old House w/ When The Saints Medley,200,1542040000000.0,73.0
1053,Miike Snow,Logged In,Jacob,M,6,Klein,385.35791,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,Silvia,200,1542040000000.0,73.0
1054,Vikki Carr,Logged In,Jacob,M,7,Klein,157.09995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,Cross Your Heart,200,1542040000000.0,73.0
1055,Jorgen Ingmann,Logged In,Jacob,M,8,Klein,157.23057,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,Oh! (LP Version),200,1542040000000.0,73.0
1056,A.B. Quintanilla III Y Los Kumbia Kings,Logged In,Jacob,M,9,Klein,226.71628,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540560000000.0,294,Pachuco,200,1542040000000.0,73.0
1057,,Logged Out,,,0,,,free,,PUT,Login,,75,,307,1542040000000.0,
1058,,Logged In,Jayden,F,1,Duffy,,free,"Seattle-Tacoma-Bellevue, WA",GET,Home,1540150000000.0,75,,200,1542040000000.0,76.0
1059,Fatboy Slim,Logged In,Jayden,F,2,Duffy,192.9922,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1540150000000.0,75,Illuminati,200,1542040000000.0,76.0
